day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_patients,move2isol,daily_discharges,daily_admissions,prob_transmission,iteration
1044,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,133,2209,4,1,2,0.04,1
1045,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,133,2210,4,2,1,0.04,1
1046,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,133,2216,4,6,6,0.04,1
1047,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,133,2218,4,1,2,0.04,1
1048,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,133,2219,4,1,1,0.04,1
1049,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,133,2220,4,1,1,0.04,1
1050,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,133,2223,4,3,3,0.04,1
1051,30,2,28,16,1,2,19,0,30,0,30,30,1,0,0,135,2225,4,2,2,0.04,1
1052,29,2,27,16,2,2,19,0,30,0,30,29,2,0,0,135,2225,4,1,0,0.04,1
1053,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2227,4,1,2,0.04,1
1054,29,3,26,16,3,3,19,0,30,0,30,29,3,0,0,136,2229,4,3,2,0.04,1
1055,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2233,4,3,4,0.04,1
1056,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2236,4,3,3,0.04,1
1057,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2237,4,1,1,0.04,1
1058,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2239,4,2,2,0.04,1
1059,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2240,4,1,1,0.04,1
1060,28,3,25,15,3,3,19,0,30,0,30,28,3,1,0,136,2244,4,6,4,0.04,1
1061,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2248,4,2,4,0.04,1
1062,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2249,4,1,1,0.04,1
1063,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,136,2250,4,1,1,0.04,1
1064,29,3,26,15,3,3,19,0,30,0,30,29,3,1,0,136,2252,4,3,2,0.04,1
1065,29,1,28,15,1,1,19,0,30,0,30,29,1,1,0,136,2254,4,2,2,0.04,1
1066,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,136,2255,4,0,1,0.04,1
1067,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2257,4,2,2,0.04,1
1068,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2259,4,2,2,0.04,1
1069,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2263,4,4,4,0.04,1
1070,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,136,2265,4,3,2,0.04,1
1071,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2267,4,1,2,0.04,1
1072,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,136,2268,4,2,1,0.04,1
1073,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2270,4,1,2,0.04,1
1074,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2274,4,4,4,0.04,1
1075,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2278,4,4,4,0.04,1
1076,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2279,4,1,1,0.04,1
1077,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2280,4,1,1,0.04,1
1078,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2282,4,2,2,0.04,1
1079,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2284,4,2,2,0.04,1
1080,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,136,2285,4,1,1,0.04,1
